BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"978-3-598-11447-2","GVK335913628","","Die moderne Bibliothek","",,,"","",2004,"München","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+335913628&sourceid=fbw_bibsonomy","","","","","Frankenberger, {Rudolf} & Haller, {Klaus}","Saur","","","","","","","","","Nonprofit-Management, Bibliotheksverwaltung, Deutschland, Bibliothek, Bibliothekswesen, Dokumentationswesen:_Allgemeines","",""
1,"","HandbBibl2.0","","Handbuch Bibliothek 2.0","",,,"","",2010,"","","http://www.reference-global.com/doi/book/10.1515/9783110232103","","","","","Bergmann, Julia & Danowski, Patrick","De Gruyter","","","","","","","","","bibliothek","",""
1,"","HandbBibl2.0","","Handbuch Bibliothek 2.0","",,,"","",2010,"","","http://www.reference-global.com/doi/book/10.1515/9783110232103","","","","","Bergmann, Julia & Danowski, Patrick","De Gruyter","","","","","","","","","e-learning, katalog, bibliothek, podcasts, web2.0, opac, e-books, mashups","",""
1,"978-3-11-023210-3","Hand2010","","Handbuch Bibliothek 2.0","",,,"","",2010,"Berlin [u.a.]","","","","","","","Bergmann, Julia","de Gruyter Saur","","","","","","","","KUG Recherche-Portal","bibliothek, 2.0, handbuch","",""
1,"","bergmann2010handbuch","","Handbuch Bibliothek 2.0","",,,"","",2010,"","","http://www.reference-global.com/doi/book/10.1515/9783110232103","","","","Bibliothekspraxis ; 41","Bergmann, Julia & Danowski, Patrick","de Gruyter Saur, 2010","","","","","","","http://www.gbv.de/dms/ilmenau/toc/629400288.PDF ","","Web_2.0, informationsmanagement, bibliothek, web_tools, handbuch, wissensmanagement","",""
1,"","desaswcxewq","x","Bibliothek 2.0","",,,"","",2010,"","","","","","","","x","","","","","","","","","de Gruyter Reference Global - Handbuch Bibliothek 2.0","Bibliothek2.0","",""
7,"","Sommer11faz211","Sommer, Sarah","Zwischen Büro und Bibliothek","Frankfurter Allgemeine Zeitung",2011,211, 10.09.,"","C4",2011,"","","http://www.faz.net/themenarchiv/beruf-chance/campus/promotion-neben-dem-beruf-zwischen-buero-und-bibliothek-11167237.html","","","","","","","","","","","","","Promotion neben dem Beruf: Voll im Berufsleben stehen und gleichzeitig den Doktor machen -- daran sind schon einige gescheitert. Doch es ist möglich, beides zu schaffen.","","Medien, Qualifizierung, v1305, Personal, Promotion, Forschung","",""
9,"9783925779220 3925779221","michaela2007bibliothek","Selbach, Michaela","Bibliothek 2.0 neue Perspektiven und Einsatzmöglichkeiten für wissenschaftliche Bibliotheken","",,,"","--",2007,"Wiesbaden","","http://www.worldcat.org/search?qt=worldcat_org_all&q=9783925779220","","","","","","APBB c/o Hessischer Landtag, Bibliothek","","","","","","","","KOBV - Suche - Anzeige der Suchergebnisse","Social, Web, 2.0, Bibliothek, Internet, Software","",""
10,"","FreieUniversitatBerlinBiblioblog.2019","Biblioblog; Freie Universität Berlin, _","Radfahren in der Bibliothek","",,,"","",2019,"","Bibliotheken; Fahrradergometer","https://blogs.fu-berlin.de/bibliotheken/tag/fahrradergometer/","","","","","","","","","","","","","Wer bei den winterlichen Temperaturen das Fahrrad lieber im Keller stehen lässt, für den hat die Philologische Bibliothek gegenwärtig eine ganz besondere Alternative parat. Seit dem 10. Januar kann man im Lounge-Bereich im 3. Stock kräftig in die Pedale treten. Auf Anregung der Bibliotheksangestellten Janet Wagner wurde probeweise ein Fahrradergometer aufgestellt (s. ausführliche FU-Pressemitteilung). Das Fitness-Rad soll nicht nur beim erfolgreichen Lernen unterstützen oder die ein oder andere Weihnachtskalorie schmelzen lassen – mit dem selbst produzierten Strom lässt sich umweltschonend auch das eigene Smartphone oder Tablet aufladen.","","greenbib","",""
1,"","wolfgang_schivelbusch_die_1988","Schivelbusch, Wolfgang","Die Bibliothek von Löwen - Eine Episode aus der Zeit der Weltkriege","",,,"","",1988,"{München/Wien}","erworben 06/08","","","","","","","Hanser","","","","","","","","","Geschichte-Deutschland-20._Jhd.-Jahrhundertwende_19.-20._Jhd., {Geschichte-Deutschland-20.\_Jhd.-Erster\_Weltkrieg,}, {Geschichte-Europa-20.\_Jhd.-1900-1945,}, Lesen","",""
1,"","Manguel2007","Manguel, Alberto","Die Bibliothek bei Nacht","",,,"","",2007,"","","","","","","","","S. Fischer","","","","","","","","","Magistra, Bibliothek, Geschichte, Alexandria, Lesen","",""
7,"","robert2009bibliothek","Darnton, Robert","Die Bibliothek im Informationszeitalter","Telepolis",,,"Dezember","",2009,"","Beitrag aus dem Buch "Deep Search: Politik des Suchens jenseits von Google". Innsbruck: Studienverlag, 2009","http://www.heise.de/tp/r4/artikel/31/31742/1.html","","","","","Verlag, Heise Zeitschriften","","","","","","","","","","Google, Darnton, Nachrichten, Bibliothek, Digitalisierung, Informationszeitalter, Informationsgeschichte","",""
1,"","ilg_bibliothek_2008","Ilg, Jens","Die Bibliothek der Zukunft: eine Typologie von Zukunftsbeschreibungen","",,235,"","",2008,"","","","","","","Berliner Handreichungen zur Bibliotheks- und Informationswissenschaft","","Inst. für Bibliotheks- und Informationswiss.","","","","","","","Unter den fachbibliothekarischen Veröffentlichungen im deutschen Sprachraum seit 1990 ist ein umfänglicher Korpus von Beiträgen, die ausschließlich die Zukunft der Bibliothek thematisieren. Diese Fachdiskussion war, insgesamt gesehen, keine systematisch geführte. Diese Arbeit strukturiert die Diskussion, indem eine Typologie dieser Zukunftsbeschreibungen entfaltet wird. Anhand gemeinsamer formaler Merkmale wurden vier Typen unterschieden: Bibliotheksprognose, Bibliotheksszenarien, Bibliotheksideale und Bibliotheksutopien. Diese Typen werden in vier Abschnitten erläutert: Woran sind sie zu erkennen? Wie sind sie definiert? Wo im Bibliotheksbetrieb lassen sie sich einsetzen? Diese Veröffentlichung geht zurück auf eine Master-Arbeit im Studiengang Library and Information Science {(Master} of Arts) an der Humboldt-Universität zu Berlin.","","imported","",""
7,"","JHofmannZD2009","Hofmann, Jeanette","Zukunft der digitalen Bibliothek","Aus Politik und Zeitgeschichte",,42/43,"","25-32",2009,"","","http://www.bundestag.de/dasparlament/2009/42-43/Beilage/005.html","","","","","","","","","","","","",""Wenngleich derzeit kaum abzuschätzen ist, wie weitreichend die digitale Transformation ausfallen wird, zeichnet sich doch ab, dass der Übergang vom Druckwerk zum stofflosen Datensatz viele politische und rechtliche Probleme aufwirft."","","Google, Bibliothek, Google_Books, Urheberrecht, Digitalisierung","",""
6,"3-447-03785-7","conf/unendbib/Mittler95","Mittler, Elmar","Die Rolle der Bibliothek.","",,,"","",1995,"","","http://dblp.uni-trier.de/db/conf/unendbib/unendbib95.html#Mittler95","Die unendliche Bibliothek","","","","","Harrassowitz","","","","","","","","","dblp","",""
7,"","kahlfuss1990","Kahlfuß, Hans-Jürgen","Der Neubau der Gesamthochschul-Bibliothek Kassel, Landesbibliothek und Murhardschen Bibliothek der Stadt Kassel","ABI-Technik",10,1,"","53-60",1990,"","","","","","","","","","","","","","","","","","bibliothek, ub_kassel, bau","",""
8,"","plattform.2010projekt","Plattform., Fraunhofer IAIS Cortex","Projekt Deutsche Digitale Bibliothek (DDB) Architekturdokumentation","",,,"","",2010,"","","http://www.iais.fraunhofer.de/uploads/media/CortexArchitektur.pdf","","","","","","","","","","","","","Die Fraunhofer IAIS Cortex Plattform bildet die technische Grundlage der Deutschen Digitalen Bibliothek (DDB).sowie einige Dokumente aus dem Kontext des DDB Projekts (Grobkonzept).Sie finden hier einige erste und noch vorläufige Informationen zu IAIS Cortex","","Bibliothekartag, Deutsche_Digitale_Bibliothek","",""
7,"","flohrerweiterungsbauzbw","Flohr, Ralf","Bibliothek mit Fördeblick - Der Erweiterungsbau der Deutschen Zentralbibliothek für Wirtschaftswissenschaften (ZBW) in Kiel","BuB Forum für Bibliothek und Information",2002,7/8,"","509-514",2002,"","","","","","","","","","","","","","","","","","erweiterungsbau, bibliothek, bibliotheksbau, zbw","",""
5,"","citeulike:1823767","Lambert, Heller","Social Software – Bausteine einer "Bibliothek 2.0"","",,,"","1--18",2007,"","","http://eprints.rclis.org/archive/00010129/","Erfolgreiches Management von Bibliotheken und Informationseinrichtungen","2./1.2","","","Umlauf, Konrad & Hobohm, Hans-Christoph","Dash\"{o}fer","","","","","","","Social Software und Web 2.0 werden anhand einiger Anwendungen und Techniken, darunter insbesondere Weblogs sowie Wikis, Social Bookmarking und RSS beschrieben und bewertet. Es wird auf die Nutzung solcher Anwendungen im Bibliotheksbereich (Bibliothek 2.0), insbesondere zur Unterst\"{u}tzung bibliothekarischer Communities of Practice, eingegangen. Es werden einige internationale sowie insbesondere deutschsprachige Web-2.0-Ressourcen f\"{u}r Bibliothekare zusammengestellt und kommentiert.","","socialsoftware,, web20, bibliography,","",""
5,"978-3-11-023209-7","CzerwinskiSilvia.2010","{Czerwinski Silvia} & {Vo{\ss} Jakob}","LibraryThing ? die kollaborative Bibliothek 2.0","",Volume 41,,"","333-352",2010,"","","http://dx.doi.org/10.1515/9783110232103.333","Handbuch Bibliothek 2.0","","","Bibliotheks- und Informationspraxis","","De Gruyter Saur","","","","","","","","","tagging;Literaturdatenbank, libraries;Web, science);Social, 2.0, Academic, 2.0;Web, (Library","",""
13,"","fraunhofer_2008_DDB","für Intelligente Analyse-und Informationssysteme, Fraunhofer Institut","Auf dem Weg zur Deutschen Digitalen Bibliothek","",,,"","",2008,"","Endg. Fassung (4. März 2008, Redaktionelle Überarbeitung 3. April 2008).
Erstellt im Auftrag des Beauftragten 
der Bundesregierung für Kultur und 
Medien.","http://www.iais.fraunhofer.de/fileadmin/images/pics/Abteilungen/NM/DDB-Studie_0.1.pdf","","","","","","","","","Der Beauftragte der Bundesregierung für Kultur und Medien","","","","Die EU hat im Rahmen der Initiative „i2010“ den Aufbau einer interdisziplinären Europäischen Digitalen Bibliothek (EDB) beschlossen. Das Portal der EDB soll bereits Ende 2008 in Betrieb gehen. Deutschland hat in diesem Rahmen die Deutsche Digitale Bibliothek (DDB) konzipiert, die in Form eines Netzwerkes aus den Datenbanken und Portalen von über 30.000 Kultur- und Wissenschaftseinrichtungen (Bibliotheken, Archive, Museen etc.) mit einem nationalen Zugangsportal entstehen soll. Dabei arbeiten Bund und Länder eng zusammen.Die vorliegende Studie „Auf dem Weg zur DDB“ untersucht die für den Aufbau und Betrieb der DDB relevanten Aspekte und zeigt – unter Berücksichtigung der Erfahrungen und des Sachverstandes der Kultur-/Wissenschaftseinrichtungen – einen realistischen und Erfolg versprechenden Weg zur DDB auf.","","DDB, MALIS09, EDL","",""
1,"3-598-11757-4 ; 978-3-598-11758-9 ; 978-3-598-11757-2","UBHD-66314532","Strauch, Dietmar & Rehm, Margarete","Lexikon Buch - Bibliothek - Neue Medien","",,,"","472 S.",2007,"München","","","","","2., aktualisierte und erw. Ausg.","","","Saur","","","","","","","","HEIDI","Lexikon, Bibliothek, Buch, Internet, Buchwissenschaft, E-Publishing","",""
1,"","Strauch/Rehm2007","Strauch, Dietmar & Rehm, Margarete","Lexikon Buch, Bibliothek, neue Medien","",,,"","472",2007,"München","","","","","2., aktualisierte und erw. Aufl.","","","Saur","","","","","","","","","ASQ_Medienkunde, BID_Allgemeines, t:fachlexikon_BID, buchwesen, ASQ1, t:nachschlagewerk, ASQ_Allgemeines, bibliothek, t:recherchemittel, neue_medien, RVK:AN13200, buch, bibliothekswissenschaft, t:offlinedokument(print), BID, ASQ_BID-Wesen, ASQ","",""
1,"","Strauch.2007","Strauch, Dietmar & Rehm, Margarete","Lexikon Buch, Bibliothek, neue Medien","",,,"","",2007,"München","","","","","2., aktualisierte und erw. Ausg","","","Saur","","","","","","","","","Lexikon, Bibliothek, Buch, Internet, Typographie, Druckwesen, Schrift","",""
1,"3525853688","GVK027318842","Fabian, {Bernhard}","Buch, Bibliothek und geisteswissenschaftliche Forschung","",,24,"","",1983,"Göttingen","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+027318842&sourceid=fbw_bibsonomy","","","","Schriftenreihe der Stiftung Volkswagenwerk","","Vandenhoeck & Ruprecht","","","","","","","","","Deutschland_<Bundesrepublik>, Geisteswissenschaften, Wissenschaftliche_Literatur, Bibliothek, Literaturproduktion, Wissenschaftspublizistik, Informationsmanagement, Hochschulbibliothek, Literaturversorgung, Forschung","",""
10,"","eprints313808","Heller, Lambert","Bibliothek 2.0 - Perspektiven, Probleme, Handlungsbereiche","Erfolgreiches Management von Bibliotheken und Informationseinrichtungen",,,"","1--30",2008,"","","http://eprints.rclis.org/13808/","","","","","Umlauf, Konrad & Hobohm, Hans-Christoph","Verlag Dash\"ofer","","","","","","","Assumptions on the development prospects of library 2.0 are stated. According to these assumptions, the professionals working at the library are key components of a library 2.0. Following up to this thesis, principles and key problems of enhancing "librarians' 2.0" skills are discussed. The chapter concludes with an outline of some important and typical building blocks of a library 2.0. These are a) new ways to engage with users, b) bringing library services and data into the users' information space, c) enhancing the focus oflibraries' collection and classification activities with freely availabe informations on the web. All references and examples are reachable from the author's account at the social bookmarking service delicious under the tag embi08, cf. http://delicious.com/lambo/embi08.","","myown, bibliothek, library20, bibliothek20, web20","",""
5,"","umlauf2006","Heller, Lambert","Social Software -- Bausteine einer "Bibliothek 2.0"","",,,"January","1-18",2007,"","","http://eprints.rclis.org/archive/00010129/","Erfolgreiches Management von Bibliotheken und Informationseinrichtungen","2/1.2","","","Umlauf, Konrad & Hobohm, Hans-Christoph","Verlag Dashöfer","","","","","","","Social Software und Web 2.0 werden anhand einiger Anwendungen und Techniken, darunter insbesondere Weblogs sowie Wikis, Social Bookmarking und RSS beschrieben und bewertet. Es wird auf die Nutzung solcher Anwendungen im Bibliotheksbereich (Bibliothek 2.0), insbesondere zur Unterstützung bibliothekarischer Communities of Practice, eingegangen. Es werden einige internationale sowie insbesondere deutschsprachige Web-2.0-Ressourcen für Bibliothekare zusammengestellt und kommentiert.","","myown, Library2.0, Wiki, SocialBookmarking, Blogging, SocialTagging, Web2.0, Bibliothek2.0, RSS, CommunityofPractice, SocialSoftware, Weblog, Blog","",""
5,"978-3-11-023209-7","czerwinsk2010librarything","Czerwinski, Silvia & Voß, Jakob","LibraryThing -- die kollaborative Bibliothek 2.0","",41,,"","333-352",2010,"","","","Handbuch Bibliothek 2.0","","","Bibliotheks- und Informationspraxis","Bergmann, Julia & Danowski, Patrick","De Gruyter Saur","","","","","","","","","myown, library20, socialcataloging","",""
13,"","fraunhofer_2008_DDB","für Intelligente Analyse-und Informationssysteme, Fraunhofer Institut","Auf dem Weg zur Deutschen Digitalen Bibliothek","",,,"","",2008,"","Endg. Fassung (4. März 2008, Redaktionelle Überarbeitung 3. April 2008). Erstellt im Auftrag des Beauftragten  der Bundesregierung für Kultur und  Medien.","http://www.iais.fraunhofer.de/fileadmin/images/pics/Abteilungen/NM/DDB-Studie_0.1.pdf","","","","","","","","","Der Beauftragte der Bundesregierung für Kultur und Medien","","","","Die EU hat im Rahmen der Initiative „i2010“ den Aufbau einer interdisziplinären Europäischen Digitalen Bibliothek (EDB) beschlossen. Das Portal der EDB soll bereits Ende 2008 in Betrieb gehen. Deutschland hat in diesem Rahmen die Deutsche Digitale Bibliothek (DDB) konzipiert, die in Form eines Netzwerkes aus den Datenbanken und Portalen von über 30.000 Kultur- und Wissenschaftseinrichtungen (Bibliotheken, Archive, Museen etc.) mit einem nationalen Zugangsportal entstehen soll. Dabei arbeiten Bund und Länder eng zusammen.Die vorliegende Studie „Auf dem Weg zur DDB“ untersucht die für den Aufbau und Betrieb der DDB relevanten Aspekte und zeigt – unter Berücksichtigung der Erfahrungen und des Sachverstandes der Kultur-/Wissenschaftseinrichtungen – einen realistischen und Erfolg versprechenden Weg zur DDB auf.","","DDB, Bibliothekartag, Deutsche_Digitale_Bibliothek","",""
